Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36257823927822247,30,30212.5
1,2,0.36567082658086875,30,20209.5
1,3,0.3637713943910884,30,29575.5
2,0,0.3664162098023148,0,0.0
2,1,0.3611626705746678,30,29911.5
2,2,0.3619539327271542,30,12198.0
2,3,0.36554298469010166,30,30195.0
