Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3618704549264451,0.0010009582295189532,30.0,501.03333333333336
2,0.3638123796540115,0.0026282408489121524,30.0,270.0625
3,0.364657189540595,0.0012527035139165907,30.0,498.0875
