Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3625727272675953,10,597.5
1,2,0.35654233239984806,7,595.0
1,3,0.355694751376496,9,599.0
2,0,0.3664162098023148,0,0.0
2,1,0.3638768740689465,5,598.0
2,2,0.35877365955862317,18,599.5
2,3,0.35950725697809693,15,597.0
