Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3632248006682709,0.0009221710468981493,7.5,9.9625
2,0.35765799597923564,0.0015777865650155724,12.5,9.954166666666667
3,0.35760100417729646,0.0026958485642037348,12.0,9.966666666666667
