Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3668481598545298,0.001188083884376274,247.5,419.96666666666664
2,0.36957931389260246,0.000956831988400266,295.5,419.9625
3,0.36736876182796585,0.0045684783684016555,295.0,419.975
