Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36768826202579075,275,25197.0
1,2,0.36890273150514846,257,25199.5
1,3,0.364138359793965,262,25199.0
2,0,0.3664162098023148,0,0.0
2,1,0.3660080576832689,220,25199.0
2,2,0.3702558962800565,334,25196.0
2,3,0.37059916386196673,328,25198.0
