Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.4033877160974107,598.0
1,2,0.4154372000225504,597.0
1,3,0.41234009524272836,597.5
2,0,0.43101277643727026,0.0
2,1,0.3747268075941926,597.5
2,2,0.4154446920317288,599.5
2,3,0.4134294218417726,596.0
3,0,0.43101277643727026,0.0
3,1,0.4018561386842323,598.5
3,2,0.3961720022451758,598.5
3,3,0.3907897441355381,597.0
