Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3619318898011735,0.0008023127618137286,36.5,179.95
2,0.37112116641080417,0.00026115073297189827,381.0,179.97083333333333
3,0.3707341956117205,0.0007664671617804528,208.0,179.97916666666666
