Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36600493851373644,0.0001523514307834458,5.0,9.995833333333334
2,0.36321755472870043,0.0011100779604662982,4.0,9.991666666666667
3,0.36070743785850945,0.0020565618539097152,14.0,9.975
