Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.365897209783906,4,599.5
1,2,0.36400249838219184,4,599.5
1,3,0.36216164669133855,14,598.5
2,0,0.3664162098023148,0,0.0
2,1,0.3661126672435669,6,600.0
2,2,0.36243261107520897,4,599.5
2,3,0.3592532290256803,14,598.5
