epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.9698,0.79658,1.08274,1.02378,0,0,0,0,0,0,0,8.01546e-05,8.01546e-05,8.01546e-05
2,92.0851,0.77044,0.9198,0.99799,0,0,0,0,0,0,0,0.000108197,0.000108197,0.000108197
3,448.631,0.76047,0.93479,1.00334,0.44091,0.41309,0.38381,0.27617,1.24522,1.2695,1.00629,8.25592e-05,8.25592e-05,8.25592e-05
