epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,172.981,0.69389,0.79137,0.99091,0,0,0,0,0,0,0,8.10397e-05,8.10397e-05,8.10397e-05
2,356.201,0.71411,0.78182,0.99392,0,0,0,0,0,0,0,0.00010879,0.00010879,0.00010879
3,840.443,0.67818,0.76383,0.98647,0.46082,0.42477,0.38869,0.28141,1.24376,1.25464,0.9998,8.28602e-05,8.28602e-05,8.28602e-05
