Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3594739628098181,0.002238296941167549,41.5,59.979166666666664
2,0.3637734475428489,0.004182166753390666,62.0,59.99166666666667
3,0.3645649019557342,0.0023665855881235013,41.0,59.93333333333333
