Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3578912478644094,43,3600.0
1,2,0.36081620907147344,60,3599.0
1,3,0.36289147323811377,37,3595.0
2,0,0.3664162098023148,0,0.0
2,1,0.36105667775522676,40,3597.5
2,2,0.36673068601422437,64,3600.0
2,3,0.3662383306733547,45,3597.0
