epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.6576,0.90782,0.86729,0.96582,0,0,0,0,0,0,0,8.04588e-05,8.04588e-05,8.04588e-05
2,110.179,0.92648,0.89684,0.96884,0,0,0,0,0,0,0,0.000108401,0.000108401,0.000108401
3,447.189,0.92085,0.85954,0.96132,0.44844,0.41714,0.38349,0.27539,1.24262,1.25789,1.0008,8.26627e-05,8.26627e-05,8.26627e-05
