epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.8191,1.02096,0.92436,0.97265,0,0,0,0,0,0,0,8.06499e-05,8.06499e-05,8.06499e-05
2,138.55,0.97988,0.90136,0.95443,0,0,0,0,0,0,0,0.000108529,0.000108529,0.000108529
3,485.164,0.97183,0.86143,0.9573,0.42443,0.43028,0.38711,0.27781,1.23919,1.25555,0.999,8.27276e-05,8.27276e-05,8.27276e-05
