epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,45.2447,1.27002,1.15656,1.10666,0,0,0,0,0,0,0,8.03534e-05,8.03534e-05,8.03534e-05
2,97.6192,1.24881,1.15882,1.05042,0,0,0,0,0,0,0,0.00010833,0.00010833,0.00010833
3,427.005,1.28373,1.13565,1.07614,0.45434,0.42727,0.3888,0.27772,1.25618,1.23138,0.97379,8.26268e-05,8.26268e-05,8.26268e-05
