Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3656999759055324,0.0025587002336850536,120.0,1476.5375
2,0.37018779269076335,0.0018694211977802603,120.0,1219.2583333333334
3,0.3648492995504893,0.0016196806911045487,120.0,1507.7458333333334
