Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36750925019179465,120,90305.5
1,2,0.37150967309660765,120,73565.0
1,3,0.3637040123504523,120,89252.0
2,0,0.3664162098023148,0,0.0
2,1,0.36389070161927006,120,86879.0
2,2,0.36886591228491905,120,72746.0
2,3,0.3659945867505262,120,91677.5
