epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,346.053,0.69968,0.77769,0.98959,0,0,0,0,0,0,0,8.1186e-05,8.1186e-05,8.1186e-05
2,690.019,0.6886,0.76143,0.97874,0,0,0,0,0,0,0,0.000108888,0.000108888,0.000108888
3,1337.51,0.67785,0.74344,0.97601,0.43512,0.42516,0.39094,0.28293,1.24645,1.275,0.999,8.29099e-05,8.29099e-05,8.29099e-05
