Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36487858334383344,109,35998.5
1,2,0.38216201839791425,1223,35997.0
1,3,0.37816009376588583,591,36000.0
2,0,0.3664162098023148,0,0.0
2,1,0.36128991075759326,114,35998.0
2,2,0.3800041504615871,1345,35999.5
2,3,0.38270868419804116,648,35998.5
