Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36482746902196195,0.000618382936190794,60.0,887.4125
2,0.3617147617027642,0.0026040725658540748,60.0,681.4083333333333
3,0.36064263957996984,0.000733872141225682,60.0,901.2375
