Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36526473178951246,60,53862.5
1,2,0.3635561190727814,60,42634.5
1,3,0.3611615655475544,60,53537.0
2,0,0.3664162098023148,0,0.0
2,1,0.3643902062544114,60,52627.0
2,2,0.3598734043327469,60,39134.5
2,3,0.36012371361238527,60,54611.5
