epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.1388,1.06188,0.95489,0.98554,0,0,0,0,0,0,0,8.03534e-05,8.03534e-05,8.03534e-05
2,108.661,1.06866,0.92822,0.96218,0,0,0,0,0,0,0,0.00010833,0.00010833,0.00010833
3,489.816,1.0301,0.89754,0.96252,0.42144,0.41471,0.38226,0.2747,1.24287,1.25584,1.00151,8.26268e-05,8.26268e-05,8.26268e-05
