epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,101.712,0.99199,0.89919,0.95269,0,0,0,0,0,0,0,8.08577e-05,8.08577e-05,8.08577e-05
2,212.858,0.97358,0.89227,0.95233,0,0,0,0,0,0,0,0.000108668,0.000108668,0.000108668
3,613.604,1.0023,0.86555,0.94906,0.42174,0.43431,0.38828,0.2801,1.24548,1.24067,0.99893,8.27983e-05,8.27983e-05,8.27983e-05
