epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.0491,1.16149,1.20598,1.07486,0,0,0,0,0,0,0,7.98545e-05,7.98545e-05,7.98545e-05
2,70.0033,1.2042,1.09698,1.04578,0,0,0,0,0,0,0,0.000107996,0.000107996,0.000107996
3,415.296,1.18748,1.1285,1.04784,0.44982,0.42512,0.38796,0.27708,1.26774,1.23309,0.97647,8.24572e-05,8.24572e-05,8.24572e-05
