Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36964292981082064,420,197592.5
1,2,0.37453797220581836,420,185738.0
1,3,0.368574799221279,420,195233.5
2,0,0.3664162098023148,0,0.0
2,1,0.3641868358682131,420,192178.0
2,2,0.3770197590169611,420,166761.0
2,3,0.37438394052278284,420,194337.5
