Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3669148828395169,0.003858041025608659,420.0,3248.0875
2,0.37577886561138973,0.001754888283618376,420.0,2937.491666666667
3,0.3714793698720309,0.004107683207164231,420.0,3246.425
