epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.6029,0.64109,1.05528,0.99158,0,0,0,0,0,0,0,8.01373e-05,8.01373e-05,8.01373e-05
2,81.6732,0.65984,0.92652,0.97635,0,0,0,0,0,0,0,0.000108185,0.000108185,0.000108185
3,410.531,0.62607,0.87319,0.97944,0.42781,0.41906,0.38155,0.27457,1.24781,1.27914,1.00338,8.25533e-05,8.25533e-05,8.25533e-05
