Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36466452795002724,0.0012160553995510324,17.0,59.979166666666664
2,0.36503086850044275,0.0035440890242846093,139.5,59.979166666666664
3,0.36378922218933946,0.002057682962908552,126.0,59.96666666666667
