Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3638046469307062,16,3598.5
1,2,0.36753691788264325,154,3598.0
1,3,0.3652442237659441,87,3597.0
2,0,0.3664162098023148,0,0.0
2,1,0.3655244089693483,18,3599.0
2,2,0.3625248191182423,125,3599.5
2,3,0.3623342206127348,165,3599.0
