epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
58,21866.9,1.23094,1.09006,0.96872,0.3737,0.38105,0.33195,0.22478,1.31748,1.29399,1.05171,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,22246.1,1.23096,1.08004,0.96588,0.37383,0.3777,0.33162,0.22483,1.31844,1.29702,1.05251,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,22600.8,1.235,1.08126,0.96492,0.3805,0.36785,0.3311,0.22467,1.31942,1.29724,1.05258,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,22951.3,1.23682,1.08204,0.9693,0.38313,0.36821,0.33168,0.22502,1.31956,1.29611,1.05264,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,23333.4,1.22143,1.07236,0.96343,0.38425,0.36641,0.33111,0.2251,1.31962,1.29665,1.05278,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,23702,1.21252,1.06608,0.96294,0.38895,0.36467,0.3317,0.22563,1.31916,1.29701,1.05231,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,24043,1.22527,1.05994,0.96053,0.37818,0.37651,0.33275,0.22669,1.31866,1.29662,1.05239,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,24406.1,1.21329,1.0599,0.96539,0.38059,0.38281,0.33355,0.22719,1.31713,1.29687,1.05213,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,24740.5,1.2,1.04643,0.96133,0.38558,0.37883,0.33352,0.22676,1.31679,1.29707,1.05155,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,25082.4,1.20418,1.04211,0.95956,0.38568,0.37975,0.33499,0.22769,1.31607,1.29671,1.0512,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,25427.1,1.2063,1.0484,0.95936,0.38437,0.38055,0.33565,0.22805,1.3152,1.29751,1.05035,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,25773.5,1.20968,1.03928,0.96112,0.38976,0.37561,0.3357,0.2282,1.31528,1.29763,1.05007,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,26136.4,1.21007,1.0486,0.95786,0.39233,0.37418,0.33529,0.22793,1.3151,1.29832,1.05005,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,26493.2,1.20905,1.04491,0.96081,0.38655,0.37811,0.33533,0.22808,1.31458,1.29812,1.04955,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,26854.4,1.1996,1.02554,0.95367,0.38455,0.37872,0.33522,0.22824,1.31458,1.29957,1.04952,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,27225.2,1.1975,1.03572,0.95603,0.37146,0.38988,0.33478,0.2279,1.31452,1.29975,1.04946,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,27580.2,1.2007,1.0215,0.95769,0.37514,0.38935,0.33507,0.22799,1.31506,1.30135,1.04961,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,27934.8,1.1945,1.00981,0.95295,0.38086,0.38291,0.33522,0.22809,1.3153,1.30274,1.04977,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,28284.3,1.18336,1.01437,0.95455,0.37628,0.3868,0.33544,0.22834,1.31542,1.30334,1.04988,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,28655,1.18724,1.00718,0.95773,0.37724,0.38555,0.3351,0.22849,1.3155,1.30373,1.04982,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,29010.7,1.18753,1.00316,0.95282,0.37735,0.38503,0.3351,0.22827,1.3156,1.30437,1.04978,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,29351.7,1.17957,1.00764,0.94974,0.37369,0.38662,0.33541,0.2285,1.31573,1.30488,1.04989,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,29668.9,1.19315,1.00874,0.95525,0.37558,0.38739,0.33572,0.22874,1.3157,1.30525,1.04997,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,30011.3,1.18125,0.99588,0.95217,0.37208,0.38997,0.33575,0.22887,1.31587,1.30645,1.05026,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,30360.8,1.173,0.98668,0.95007,0.37214,0.38825,0.33603,0.22903,1.31612,1.30702,1.0503,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,30734.2,1.17902,0.99085,0.9464,0.3747,0.38744,0.33621,0.22904,1.31637,1.30769,1.05052,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,31108.1,1.16732,0.98229,0.94873,0.37555,0.38741,0.336,0.22919,1.31657,1.30888,1.05065,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,31483,1.16522,0.9754,0.94887,0.37381,0.38898,0.3357,0.22905,1.31667,1.30938,1.05068,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,31826.3,1.16054,0.96487,0.94652,0.37057,0.38986,0.3356,0.22887,1.31674,1.30946,1.05079,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,32156.3,1.16062,0.97018,0.95166,0.37024,0.39066,0.3359,0.22903,1.31656,1.30996,1.05083,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,32482.5,1.16214,0.97078,0.94507,0.37086,0.38914,0.33606,0.22928,1.31663,1.31021,1.05082,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,32845,1.16587,0.96631,0.94521,0.37019,0.39147,0.33624,0.22957,1.31661,1.31042,1.05085,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,33182.5,1.15417,0.96067,0.94598,0.36581,0.39512,0.33626,0.22952,1.31679,1.31095,1.051,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,33520.8,1.15706,0.95611,0.9407,0.36566,0.39792,0.33597,0.2293,1.31681,1.31155,1.05102,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,33864.7,1.16002,0.95816,0.9464,0.36437,0.39837,0.33609,0.22943,1.31691,1.31207,1.05109,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,34201.8,1.14155,0.93755,0.9392,0.36449,0.39853,0.33616,0.22956,1.31693,1.31286,1.0511,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,34555,1.1593,0.94475,0.94263,0.36348,0.39981,0.33615,0.22955,1.31719,1.31368,1.0514,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,34906,1.14121,0.93072,0.94021,0.36211,0.40004,0.33647,0.22985,1.31728,1.31458,1.05151,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,35252,1.15291,0.93609,0.94164,0.36264,0.40027,0.3365,0.22995,1.31742,1.31513,1.05158,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,35600.6,1.15349,0.9385,0.94146,0.36289,0.40056,0.33658,0.23008,1.31757,1.31564,1.05171,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,35948.3,1.14536,0.93482,0.93815,0.36647,0.39661,0.33667,0.23015,1.31762,1.316,1.05186,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,36287.1,1.13811,0.92189,0.94114,0.37073,0.39091,0.33666,0.23007,1.31791,1.31642,1.05207,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,36625.8,1.13648,0.92261,0.93982,0.37588,0.38462,0.33668,0.2301,1.3182,1.3172,1.05238,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,36977.8,1.1372,0.91764,0.93918,0.37752,0.38349,0.3366,0.22998,1.3184,1.3179,1.05248,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,37319.1,1.14132,0.92254,0.94136,0.37749,0.38255,0.33681,0.22997,1.31865,1.3189,1.05268,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,37659.3,1.14389,0.90945,0.93311,0.37917,0.38137,0.33653,0.22992,1.31876,1.31982,1.05281,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,37998.3,1.12907,0.91214,0.93458,0.36938,0.3918,0.33661,0.22968,1.31881,1.32033,1.05292,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,38336,1.13443,0.91433,0.93493,0.36787,0.39339,0.33627,0.22958,1.31887,1.32093,1.05294,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,38679.2,1.12869,0.9048,0.93232,0.36837,0.39343,0.33634,0.22955,1.31907,1.32174,1.05304,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,39021.2,1.13034,0.90369,0.93672,0.37379,0.38938,0.33619,0.22955,1.31935,1.32239,1.05317,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,39376.6,1.122,0.89748,0.93339,0.36857,0.39388,0.33627,0.22959,1.31948,1.32308,1.05322,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,39728.6,1.11985,0.89649,0.92946,0.36897,0.39351,0.33628,0.22971,1.31959,1.32348,1.0533,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,40067.7,1.11004,0.89585,0.93337,0.3695,0.39341,0.33629,0.22973,1.31972,1.32382,1.05344,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,40418.5,1.11654,0.88956,0.93361,0.36931,0.39563,0.33634,0.22977,1.31981,1.32422,1.05353,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,40767.6,1.12317,0.88633,0.93166,0.37522,0.38983,0.3364,0.22984,1.3199,1.32459,1.05356,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,41104.1,1.11489,0.88027,0.93061,0.37763,0.38744,0.33654,0.2299,1.31992,1.32528,1.05355,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,41436.2,1.10574,0.87717,0.92909,0.37738,0.38939,0.33633,0.22989,1.31985,1.32607,1.05353,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,41767.2,1.09863,0.87143,0.92868,0.37668,0.38815,0.3362,0.22983,1.31973,1.32669,1.05347,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,42115.8,1.09761,0.86786,0.92937,0.37549,0.39416,0.33617,0.22986,1.31995,1.32748,1.05359,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,42480.9,1.11084,0.87332,0.92807,0.37878,0.38818,0.33617,0.23003,1.32008,1.32811,1.05369,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,42858.9,1.11446,0.87567,0.93175,0.37891,0.39016,0.33614,0.22998,1.32025,1.32886,1.05376,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
