Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.362025415650362,0.0036778962647205956,57.5,89.97083333333333
2,0.36218233232474084,0.000977722244469736,46.5,89.95416666666667
3,0.3623372853236983,0.0018562138603565649,62.5,89.9625
