Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3594247502610774,54,5396.5
1,2,0.3614909782955593,53,5398.0
1,3,0.3610247439157077,42,5397.0
2,0,0.3664162098023148,0,0.0
2,1,0.3646260810396466,61,5400.0
2,2,0.3628736863539223,40,5396.5
2,3,0.3636498267316889,83,5398.5
