epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,55.8655,0.88042,0.93233,1.03882,0,0,0,0,0,0,0,8.04396e-05,8.04396e-05,8.04396e-05
2,123.125,0.89339,0.87847,1.02356,0,0,0,0,0,0,0,0.000108388,0.000108388,0.000108388
3,550.359,0.86507,0.8828,1.01648,0.41456,0.42464,0.38744,0.27827,1.24454,1.25729,1.00152,8.26561e-05,8.26561e-05,8.26561e-05
