epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.0904,1.25626,1.16384,1.08337,0,0,0,0,0,0,0,8.06006e-05,8.06006e-05,8.06006e-05
2,162.368,1.25193,1.13135,1.07035,0,0,0,0,0,0,0,0.000108496,0.000108496,0.000108496
3,603.174,1.26253,1.18522,1.06954,0.44681,0.43788,0.38915,0.27739,1.25911,1.23653,0.97406,8.27109e-05,8.27109e-05,8.27109e-05
