epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.8634,0.82396,0.89079,1.0069,0,0,0,0,0,0,0,8.06612e-05,8.06612e-05,8.06612e-05
2,164.263,0.83325,0.88217,1.0138,0,0,0,0,0,0,0,0.000108536,0.000108536,0.000108536
3,611.408,0.79523,0.85125,0.98913,0.4201,0.42854,0.38846,0.28016,1.23808,1.25127,0.99787,8.27315e-05,8.27315e-05,8.27315e-05
