epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.8614,1.27227,1.16167,1.07565,0,0,0,0,0,0,0,8.03651e-05,8.03651e-05,8.03651e-05
2,117.124,1.26497,1.18654,1.06576,0,0,0,0,0,0,0,0.000108338,0.000108338,0.000108338
3,533.02,1.24345,1.17195,1.08653,0.45704,0.42739,0.38737,0.27695,1.25474,1.23384,0.97532,8.26308e-05,8.26308e-05,8.26308e-05
