epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.4328,0.8574,1.10207,1.01441,0,0,0,0,0,0,0,7.91351e-05,7.91351e-05,7.91351e-05
2,53.5039,0.87784,1.08251,1.05104,0,0,0,0,0,0,0,0.000107514,0.000107514,0.000107514
3,452.648,0.86469,1.007,1.0143,0.4392,0.40104,0.37712,0.27001,1.24549,1.2894,1.00683,8.22126e-05,8.22126e-05,8.22126e-05
