epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,311.214,0.68097,0.78427,0.97975,0,0,0,0,0,0,0,8.11876e-05,8.11876e-05,8.11876e-05
2,622.617,0.69252,0.78293,0.9801,0,0,0,0,0,0,0,0.000108889,0.000108889,0.000108889
3,1213.09,0.67278,0.75172,0.97331,0.4385,0.42157,0.39351,0.28549,1.23789,1.2717,0.99621,8.29104e-05,8.29104e-05,8.29104e-05
