epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,229.585,0.7155,0.82332,0.98883,0,0,0,0,0,0,0,8.11369e-05,8.11369e-05,8.11369e-05
2,463.092,0.70567,0.79962,0.98579,0,0,0,0,0,0,0,0.000108855,0.000108855,0.000108855
3,974.742,0.69269,0.78004,0.9797,0.4164,0.4339,0.39425,0.28481,1.2418,1.26144,0.99779,8.28932e-05,8.28932e-05,8.28932e-05
