Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3649097133838857,149,14399.5
1,2,0.3706967958294159,152,14398.5
1,3,0.36600720196711584,154,14399.0
2,0,0.3664162098023148,0,0.0
2,1,0.3619516073684304,125,14397.0
2,2,0.36930804220939956,166,14398.5
2,3,0.36889693659277345,166,14398.5
