Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36343066037615807,0.0020916968229971744,137.0,239.97083333333333
2,0.3700024190194077,0.0009819971021109175,159.0,239.975
3,0.36745206927994467,0.0020433509496320485,160.0,239.97916666666666
