epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,121.88,0.77713,0.85381,1.01353,0,0,0,0,0,0,0,8.09479e-05,8.09479e-05,8.09479e-05
2,244.764,0.7662,0.82929,1.00859,0,0,0,0,0,0,0,0.000108728,0.000108728,0.000108728
3,658.121,0.76531,0.80211,0.99403,0.43951,0.43221,0.39214,0.28376,1.23918,1.24145,0.99704,8.28289e-05,8.28289e-05,8.28289e-05
