epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.5794,0.81038,0.88298,1.01738,0,0,0,0,0,0,0,8.07397e-05,8.07397e-05,8.07397e-05
2,158.742,0.78633,0.82734,1.00346,0,0,0,0,0,0,0,0.000108589,0.000108589,0.000108589
3,521.607,0.77534,0.81108,0.99601,0.44918,0.42343,0.38879,0.28109,1.24541,1.24716,1.00265,8.27582e-05,8.27582e-05,8.27582e-05
