epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,157.862,0.74279,0.82042,1.0108,0,0,0,0,0,0,0,8.10429e-05,8.10429e-05,8.10429e-05
2,318.36,0.74706,0.82435,1.00711,0,0,0,0,0,0,0,0.000108792,0.000108792,0.000108792
3,757.239,0.71309,0.79278,0.99357,0.43656,0.43107,0.39228,0.28308,1.24879,1.25529,0.99816,8.28612e-05,8.28612e-05,8.28612e-05
