epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.6099,0.669,0.90425,1.00817,0,0,0,0,0,0,0,8.02192e-05,8.02192e-05,8.02192e-05
2,85.0532,0.65435,0.84359,0.98295,0,0,0,0,0,0,0,0.00010824,0.00010824,0.00010824
3,407.094,0.66111,0.89994,0.9806,0.45947,0.41285,0.38405,0.27535,1.25067,1.26608,1.00653,8.25812e-05,8.25812e-05,8.25812e-05
