Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3608186099284848,0.0013938734010747582,184.5,299.975
2,0.36519976117391395,0.003829612631842924,195.0,299.975
3,0.36407964049244756,0.00471741242111104,209.5,299.9625
