Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3618042272625003,198,17997.5
1,2,0.36249181611262016,192,17999.5
1,3,0.36074392617982626,214,17998.0
2,0,0.3664162098023148,0,0.0
2,1,0.35983299259446927,171,17999.5
2,2,0.36790770623520774,198,17997.5
2,3,0.3674153548050688,205,17997.5
