Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.4326091901188887,3597.5
1,2,0.43594517456957216,3597.0
1,3,0.40921441255389945,3597.0
2,0,0.43101277643727026,0.0
2,1,0.4233627425199879,3598.5
2,2,0.42793220914617375,3599.5
2,3,0.43093718852169666,3599.0
3,0,0.43101277643727026,0.0
3,1,0.42427585281041535,3597.5
3,2,0.4303187911642148,3598.0
3,3,0.4279185532196541,3596.5
