Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.4096905166887181,3598.5
1,2,0.41065388786727114,3599.0
1,3,0.4284558365868083,3597.5
2,0,0.43101277643727026,0.0
2,1,0.4272879036025488,3599.0
2,2,0.4208200109226196,3596.0
2,3,0.4252660953944485,3599.5
3,0,0.43101277643727026,0.0
3,1,0.424177704449548,3597.5
3,2,0.4186464203545035,3597.5
3,3,0.41923968125785555,3598.0
