Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36204396939221134,54,18000.0
1,2,0.374044738893268,645,17999.0
1,3,0.37312257973820895,251,17995.0
2,0,0.3664162098023148,0,0.0
2,1,0.36197114389847646,59,17999.5
2,2,0.37276071790973,624,17999.0
2,3,0.37596915369115275,377,17998.5
