Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3620075566453439,5.149540046319554e-05,56.5,299.99583333333334
2,0.373402728401499,0.0009079399446455779,634.5,299.98333333333335
3,0.3745458667146808,0.0020128317452755757,314.0,299.9458333333333
