Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3646856981502379,0.0004453816414013238,10.0,29.966666666666665
2,0.3581463155675526,0.003978895295063561,39.5,29.958333333333332
3,0.35970868891472063,0.0021984492088296,67.5,29.958333333333332
