Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3650006305290887,7,1799.0
1,2,0.3553328117227819,70,1799.0
1,3,0.3612632272583783,73,1798.0
2,0,0.3664162098023148,0,0.0
2,1,0.364370765771387,13,1797.0
2,2,0.3609598194123233,9,1796.0
2,3,0.35815415057106303,62,1797.0
