Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3635553738769869,0.001941005839936071,77.5,419.9583333333333
2,0.3774610706831981,0.0003171937090570763,938.5,419.9583333333333
3,0.3757495876209787,0.0016966403976944298,403.0,419.9583333333333
