Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.4128024608343209,599.5
1,2,0.40213831413598194,598.5
1,3,0.4131109014409791,600.0
2,0,0.43101277643727026,0.0
2,1,0.41271754201581096,595.5
2,2,0.39284517546615555,600.0
2,3,0.39308649316667865,597.0
3,0,0.43101277643727026,0.0
3,1,0.4149546235531893,599.0
3,2,0.404782140048008,597.0
3,3,0.40745028626341356,598.5
