epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,315.809,0.68004,0.77934,0.97696,0,0,0,0,0,0,0,8.1186e-05,8.1186e-05,8.1186e-05
2,626.388,0.67012,0.76352,0.97345,0,0,0,0,0,0,0,0.000108888,0.000108888,0.000108888
3,1210.34,0.67612,0.74796,0.98244,0.43589,0.42329,0.38747,0.2811,1.2416,1.26424,0.99923,8.29099e-05,8.29099e-05,8.29099e-05
