epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,171.341,0.73109,0.85254,0.99253,0,0,0,0,0,0,0,8.1031e-05,8.1031e-05,8.1031e-05
2,357.652,0.72556,0.82963,0.98701,0,0,0,0,0,0,0,0.000108784,0.000108784,0.000108784
3,834.603,0.72954,0.81224,0.99427,0.43987,0.42848,0.39247,0.28314,1.24305,1.24308,0.99848,8.28572e-05,8.28572e-05,8.28572e-05
