Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3605629661943896,45,14398.0
1,2,0.3708719209760441,529,14400.0
1,3,0.3668045805653533,237,14397.0
2,0,0.3664162098023148,0,0.0
2,1,0.3660088423916795,47,14395.0
2,2,0.37061303256962086,487,14396.5
2,3,0.377018898836153,270,14396.5
