Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36328590429303453,0.0038508159886061323,46.0,239.94166666666666
2,0.37074247677283245,0.00018306174775243307,508.0,239.97083333333333
3,0.3719117397007532,0.00722261371448011,253.5,239.94583333333333
