Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3620611168912415,94,7198.5
1,2,0.3609522588579965,104,7197.5
1,3,0.3566842266748896,102,7197.0
2,0,0.3664162098023148,0,0.0
2,1,0.35834910019495186,72,7200.0
2,2,0.3670485803001077,70,7196.0
2,3,0.36257858599625514,79,7196.5
