Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.366454740163145,0.001262003296656952,240.0,2348.2458333333334
2,0.3704386542943431,0.0018961426884067459,240.0,1948.9833333333333
3,0.3671161156516942,0.0018293358884229915,240.0,2374.4375
