Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3673471112520909,240,143549.5
1,2,0.3690978789412734,240,117397.5
1,3,0.36582257983992245,240,141967.5
2,0,0.3664162098023148,0,0.0
2,1,0.3655623690741991,240,138240.0
2,2,0.3717794296474128,240,116480.5
2,3,0.36840965146346605,240,142965.0
